DraftYear,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,PasAtt,PasYds,PasTD,Int,RusAtt,RusYds,RusTD,Rec,RecYds,RecTD,Solo,DefInt,Sk,College/Univ
2021,5,177,NWE,Cameron McGrone,LB,21,2023,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,3,,,Michigan
2021,5,178,GNB,Shemar Jean-Charles,DB,23,2023,0,0,0,1,1,28,0,0,0,0,0,0,0,0,0,0,0,10,,,Appalachian St.
2023,6,197,MIA,Elijah Higgins,WR,22,2023,0,0,0,2,,11,0,0,0,0,0,0,0,0,14,163,1,,,,Stanford
2021,5,180,SFO,Talanoa Hufanga,S,21,2023,1,1,1,18,18,42,0,0,0,0,0,0,0,0,0,0,0,129,7,2,USC
2021,2,34,NYJ,Elijah Moore,WR,21,2023,0,0,1,12,7,44,0,0,0,0,0,19,70,1,139,1624,8,4,,,Mississippi
2021,5,182,ATL,Adetokunbo Ogundeji,DL,22,2022,0,0,2,10,10,32,0,0,0,0,0,0,0,0,0,0,0,37,,3,Notre Dame
2021,5,183,ATL,Avery Williams,CB,23,2022,0,0,0,2,2,32,0,0,0,0,0,22,109,1,13,61,0,11,,,Boise St.
2021,5,184,BAL,Ben Mason,FB,22,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
2021,6,185,LAC,Nick Niemann,LB,23,2023,0,0,0,4,4,51,0,0,0,0,0,1,0,0,0,0,0,37,1,,Iowa
2021,6,186,NYJ,Hamsah Nasirildeen,DB,22,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,5,,,Florida St.
2018,6,207,GNB,Equanimeous St. Brown,WR,21,2023,0,0,2,8,4,60,0,0,0,0,0,11,80,0,63,928,2,8,,,Notre Dame
2021,6,188,NWE,Joshuah Bledsoe,S,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
2021,6,189,PHI,Marlon Tuipulotu,DL,22,2023,0,0,0,2,2,28,0,0,0,0,0,0,0,0,0,0,0,22,,3,USC
2021,6,190,CIN,Trey Hill,OL,21,2022,0,0,0,3,3,24,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
2021,6,191,PHI,Tarron Jackson,DE,23,2022,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,11,,1,Coastal Carolina
2021,6,192,DAL,Quinton Bohanna,DT,22,2023,0,0,1,8,6,33,0,0,0,0,0,0,0,0,0,0,0,15,,,Kentucky
2021,6,193,CAR,Deonte Brown,OL,23,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2017,4,132,PHI,Donnel Pumphrey,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
2021,6,195,HOU,Roy Lopez,DL,24,2023,0,0,2,15,13,47,0,0,0,0,0,0,0,0,0,0,0,62,,2,Arizona
2015,3,77,CLE,Duke Johnson,RB,21,2022,0,0,0,28,18,97,0,1,0,0,0,532,2265,11,311,2870,12,2,,,Miami (FL)
2021,6,197,NWE,William Sherman,OL,22,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado
2016,7,236,DET,Dwayne Washington,RB,22,2023,0,0,0,4,2,96,0,0,0,0,0,168,592,1,16,101,0,16,,,Washington
2021,6,199,MIN,Jaylen Twyman,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh
2021,6,200,NYJ,Brandin Echols,CB,23,2023,0,0,1,7,7,41,0,0,0,0,0,0,0,0,1,18,0,63,3,,Kentucky
2021,6,201,NYG,Rodarius Williams,CB,24,2022,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,16,1,,Oklahoma St.
2024,6,208,LVR,Dylan Laube,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,New Hampshire
2022,4,125,MIA,Erik Ezukanma,WR,22,2023,0,0,0,0,0,3,0,0,0,0,0,5,22,0,1,3,0,,,,Texas Tech
2021,6,187,ATL,Frank Darby,WR,23,2023,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,29,0,,,,Arizona St.
2021,6,206,NOR,Landon Young,T,24,2023,0,0,0,6,6,39,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky
2021,6,207,NYJ,Jonathan Marshall,DL,23,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas
2021,6,208,SEA,Stone Forsythe,OL,23,2023,0,0,0,8,8,44,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2021,6,210,ARI,Victor Dimukeje,DE,21,2023,0,0,0,5,5,44,0,0,0,0,0,0,0,0,0,0,0,33,,4,Duke
2017,7,242,OAK,Elijah Hood,RB,21,2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina
2021,6,212,BUF,Damar Hamlin,DB,23,2023,0,0,1,6,6,34,0,0,0,0,0,0,0,0,0,0,0,67,,1.5,Pittsburgh
2021,6,213,BUF,Rachad Wildgoose,CB,21,2022,0,0,0,2,,20,0,0,0,0,0,0,0,0,0,0,0,13,,,Wisconsin
2021,6,214,GNB,Cole Van Lanen,OL,23,2023,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin
2021,6,215,TEN,Brady Breeze,S,23,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,,,Oregon
2021,6,216,PIT,Quincy Roche,DL,23,2022,0,0,0,2,,17,0,0,0,0,0,0,0,0,0,0,0,23,,2.5,Miami (FL)
2017,6,188,NYJ,Elijah McGuire,RB,23,2018,0,0,0,6,6,24,0,0,0,0,0,180,591,4,36,370,2,,,,Louisiana
2020,4,128,BUF,Gabriel Davis,WR,21,2023,0,0,2,25,25,64,0,0,0,0,0,2,-2,0,163,2730,27,3,,,Central Florida
2021,6,220,GNB,Isaiah McDuffie,LB,22,2023,0,0,0,7,7,46,0,0,0,0,0,0,0,0,0,0,0,83,,0.5,Boston Col.
2022,1,10,NYJ,Garrett Wilson,WR,22,2023,0,0,1,15,15,34,0,2,0,0,0,8,4,0,178,2145,7,1,,,Ohio St.
2021,6,222,CAR,Thomas Fletcher,LS,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama
2021,6,223,ARI,Tay Gowan,DB,23,2023,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Florida
2021,6,224,PHI,JaCoby Stevens,S,23,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU
2021,6,225,WAS,Camaron Cheeseman,LS,23,2023,0,0,0,3,3,48,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
2021,6,226,KAN,Trey Smith,OL,22,2023,0,0,2,24,24,50,0,0,0,0,0,0,0,0,0,0,0,1,,,Tennessee
2021,6,227,DAL,Israel Mukuamu,DB,21,2023,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,16,1,,South Carolina
2021,6,228,CHI,Thomas Graham,CB,22,2022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Oregon
2019,4,120,SEA,Gary Jennings Jr,WR,22,2019,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia
2021,7,230,LVR,Jimmy Morrissey,OL,23,2023,0,0,0,1,,14,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
2021,7,231,MIA,Larnel Coleman,T,23,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Massachusetts
2021,7,232,CAR,Phil Hoskins,DT,24,2023,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,6,,1,Kentucky
2021,6,194,SFO,Elijah Mitchell,RB,23,2023,0,0,0,11,11,27,0,0,0,0,0,327,1523,9,28,158,1,,,,Louisiana
2021,7,234,PHI,Patrick Johnson,DE,23,2023,0,0,0,4,4,48,0,0,0,0,0,0,0,0,0,0,0,23,,,Tulane
2021,7,235,CIN,Wyatt Hubert,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.
2021,7,236,BUF,Jack Anderson,OL,22,2023,0,0,0,2,,15,0,0,0,0,0,0,0,0,0,0,0,,,,Texas Tech
2021,7,237,DEN,Kary Vincent Jr.,CB,22,2021,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,LSU
2021,7,238,DAL,Matt Farniok,G,23,2022,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,1,,,Nebraska
2021,7,239,DEN,Jonathon Cooper,DE,23,2023,0,0,1,16,16,47,0,0,0,0,0,0,0,0,0,0,0,89,1,13,Ohio St.
2021,7,240,WAS,William Bradley-King,OLB,23,2022,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,Baylor
2021,7,241,LAC,Mark Webb,DB,22,2021,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia
2022,2,52,PIT,George Pickens,WR,21,2023,0,0,1,17,17,34,0,0,0,0,0,6,42,1,115,1941,9,1,,,Georgia
2021,7,243,ARI,James Wiggins,S,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
2020,7,222,ARI,Eno Benjamin,RB,21,2022,0,0,0,4,4,24,0,0,0,0,0,111,431,3,31,235,0,1,,,Arizona St.
2021,7,245,PIT,Tre Norwood,DB,22,2022,0,0,0,3,3,32,0,0,0,0,0,0,0,0,0,0,0,49,1,,Oklahoma
2021,7,246,WAS,Shaka Toney,DE,23,2022,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,6,,1.5,Penn St.
2021,7,247,ARI,Michal Menet,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.
2021,7,248,IND,Will Fries,OL,23,2023,0,0,1,10,10,36,0,0,0,0,0,0,0,0,0,0,0,1,,,Penn St.
2015,6,186,NYG,Geremy Davis,WR,23,2019,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,59,0,11,,,Connecticut
2021,7,250,CHI,Khyiris Tonga,DL,25,2023,0,0,0,5,2,40,0,0,0,0,0,0,0,0,0,0,0,31,,0.5,BYU
2021,7,251,TAM,Chris Wilcox,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,BYU
2021,7,252,LAR,Chris Garrett,DE,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Concordia-St.Paul (MN)
2021,7,253,DEN,Marquiss Spencer,DE,24,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
2021,7,254,PIT,Pressley Harvin III,P,22,2023,0,0,1,4,4,47,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia Tech
2023,7,256,GNB,Grant Dubose,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Charlotte
2023,5,172,NYG,Eric Gray,RB,23,2023,0,0,0,0,0,13,0,0,0,0,0,17,48,0,6,22,0,,,,Oklahoma
2023,5,176,IND,Evan Hull,RB,22,2023,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,6,0,,,,Northwestern
2019,4,103,ARI,Hakeem Butler,WR,23,2020,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa St.
2021,7,259,TAM,Grant Stuard,LB,22,2023,0,0,0,3,1,49,0,0,0,0,0,0,0,0,0,0,0,23,,,Houston
2017,3,87,NYG,Davis Webb,QB,22,2022,0,0,0,1,1,2,23,40,168,1,0,8,38,1,0,0,0,,,,California
2014,2,36,OAK,Derek Carr,QB,23,2023,0,4,9,90,81,159,3576,5506,39100,242,107,310,885,6,1,-9,0,,,,Fresno St.
2017,1,12,HOU,Deshaun Watson,QB,21,2023,0,3,3,58,52,66,1390,2089,16756,118,45,369,1994,19,1,6,1,1,,,Clemson
2017,2,52,CLE,DeShone Kizer,QB,21,2018,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,,Notre Dame
2022,3,74,ATL,Desmond Ridder,QB,23,2023,0,0,0,12,12,19,322,503,3544,14,12,69,257,5,1,-6,0,,,,Cincinnati
2024,6,218,BAL,Devin Leary,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky
2023,5,140,CLE,Dorian Thompson-Robinson,QB,23,2023,0,0,0,1,1,8,60,112,440,1,4,14,65,0,0,0,0,,,,UCLA
2024,1,3,NWE,Drake Maye,QB,22,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina
2019,2,42,DEN,Drew Lock,QB,22,2023,0,0,1,13,12,28,469,786,5283,28,23,77,299,5,1,1,0,1,,,Missouri
2019,1,15,WAS,Dwayne Haskins,QB,22,2020,0,0,0,4,4,16,267,444,2804,12,14,40,147,1,0,0,0,,,,Ohio St.
2019,5,166,LAC,Easton Stick,QB,23,2023,0,0,0,4,4,6,112,175,1133,3,1,28,142,1,0,0,0,,,,North Dakota St.
2020,1,2,WAS,Chase Young,DE,21,2023,0,1,1,21,20,43,0,0,0,0,0,0,0,0,0,0,0,67,,16.5,Ohio St.
2020,1,3,DET,Jeff Okudah,CB,21,2023,0,0,1,10,7,38,0,0,0,0,0,0,0,0,0,0,0,137,2,,Ohio St.
2020,1,4,NYG,Andrew Thomas,T,21,2023,0,0,3,26,26,55,0,0,0,0,0,0,0,0,1,2,1,7,,,Georgia
2020,1,7,CAR,Derrick Brown,DT,22,2023,0,1,3,28,28,66,0,0,0,0,0,0,0,0,0,0,0,135,2,8,Auburn
2020,1,8,ARI,Isaiah Simmons,LB,22,2023,0,0,2,19,17,67,0,0,0,0,0,0,0,0,0,0,0,214,5,8.5,Clemson
2020,1,9,JAX,C.J. Henderson,CB,21,2023,0,0,2,12,4,49,0,0,0,0,0,0,0,0,0,0,0,139,3,1,Florida
2020,1,10,CLE,Jedrick Wills Jr.,T,21,2023,0,0,3,24,24,53,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama
2020,1,11,NYJ,Mekhi Becton,T,21,2023,0,0,1,10,10,31,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
2020,1,12,LVR,Henry Ruggs III,WR,21,2021,0,0,1,8,8,20,0,0,0,0,0,12,65,0,50,921,4,,,,Alabama
2020,1,13,TAM,Tristan Wirfs,T,21,2023,1,3,3,44,44,63,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa
2020,1,14,SFO,Javon Kinlaw,DT,22,2023,0,0,1,15,15,41,0,0,0,0,0,0,0,0,0,0,0,31,1,5,South Carolina
2019,5,149,OAK,Hunter Renfrow,WR,23,2023,0,1,0,21,21,73,0,0,0,0,0,3,3,0,269,2884,17,6,,,Clemson
2020,1,16,ATL,AJ Terrell,CB,21,2023,0,0,3,24,24,61,0,0,0,0,0,0,0,0,0,0,0,183,4,1,Clemson
2021,5,157,MIN,Ihmir Smith-Marsette,WR,22,2023,0,0,0,3,1,33,0,0,0,0,0,9,73,1,14,182,2,1,,,Iowa
2020,1,18,MIA,Austin Jackson,T,21,2023,0,0,2,21,21,48,0,0,0,0,0,0,0,0,0,0,0,1,,,USC
2020,1,19,LVR,Damon Arnette,CB,24,2021,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,23,,,Ohio St.
2020,1,20,JAX,K'Lavon Chaisson,DE,21,2023,0,0,0,8,8,57,0,0,0,0,0,0,0,0,0,0,0,48,,5,LSU
2020,5,171,HOU,Isaiah Coulter,WR,21,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Rhode Island
2017,7,237,MIA,Isaiah Ford,WR,21,2021,0,0,0,5,5,32,0,0,0,0,0,1,11,0,63,681,2,1,,,Virginia Tech
2020,1,23,LAC,Kenneth Murray,LB,21,2023,0,0,2,23,23,59,0,0,0,0,0,0,0,0,0,0,0,214,2,5,Oklahoma
2020,1,24,NOR,Cesar Ruiz,C,21,2023,0,0,3,22,22,62,0,0,0,0,0,0,0,0,0,0,0,1,,,Michigan
2020,6,207,BUF,Isaiah Hodgins,WR,21,2023,0,0,0,5,0,28,0,0,0,0,0,0,0,0,58,622,7,,,,Oregon St.
2020,1,27,SEA,Jordyn Brooks,LB,22,2023,0,0,2,23,23,63,0,0,0,0,0,0,0,0,0,0,0,309,1,6.5,Texas Tech
2020,1,28,BAL,Patrick Queen,LB,21,2023,0,1,3,39,39,67,0,0,0,0,0,0,0,0,0,0,0,297,4,13.5,LSU
2020,1,29,TEN,Isaiah Wilson,T,21,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
2020,1,30,MIA,Noah Igbinoghene,CB,20,2023,0,0,0,4,4,37,0,0,0,0,0,0,0,0,0,0,0,25,1,,Auburn
2020,1,31,MIN,Jeff Gladney,CB,23,2020,0,0,1,5,5,16,0,0,0,0,0,0,0,0,0,0,0,63,,,TCU
2016,1,4,DAL,Ezekiel Elliott,RB,21,2023,1,3,7,67,64,120,1,1,4,0,0,2065,8904,71,356,2649,14,2,,,Ohio St.
2017,5,172,DEN,Isaiah McKenzie,WR,22,2023,0,0,2,15,0,93,1,1,12,1,0,50,244,4,152,1427,11,4,,,Georgia
2018,4,133,GNB,J'Mon Moore,WR,23,2018,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,15,0,2,,,Missouri
2021,6,196,NYG,Gary Brightwell,RB,22,2023,0,0,0,1,1,37,0,0,0,0,0,41,164,1,11,92,0,3,,,Arizona
2020,2,36,NYG,Xavier McKinney,S,21,2023,0,0,2,17,17,49,0,0,0,0,0,0,0,0,0,0,0,180,9,1.5,Alabama
2020,2,37,NWE,Kyle Dugger,S,24,2023,0,0,2,21,21,61,0,0,0,0,0,0,0,0,0,0,0,234,9,2.5,Lenoir-Rhyne
2020,2,38,CAR,Yetur Gross-Matos,DE,22,2023,0,0,1,16,16,55,0,0,0,0,0,0,0,0,0,0,0,64,,13,Penn St.
2020,2,39,MIA,Robert Hunt,G,24,2023,0,0,3,22,22,61,0,0,0,0,0,1,0,0,0,0,0,,,,Louisiana
2020,2,40,HOU,Ross Blacklock,DT,22,2023,0,0,0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,27,,3,TCU
2021,7,244,MIA,Gerrid Doaks,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati
2024,2,37,NWE,Ja'Lynn Polk,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Washington
2017,5,146,SFO,George Kittle,TE,23,2023,2,5,5,50,50,98,0,0,0,0,0,12,71,0,460,6274,37,3,,,Iowa
2020,2,44,CLE,Grant Delpit,S,21,2023,0,0,1,14,14,45,0,0,0,0,0,0,0,0,0,0,0,178,6,2.5,LSU
2020,2,45,TAM,Antoine Winfield Jr.,S,22,2023,1,1,3,32,32,59,0,0,0,0,0,0,0,0,0,0,0,266,7,15,Minnesota
2021,1,5,CIN,Ja'Marr Chase,WR,21,2023,0,3,2,33,33,45,1,1,-7,0,0,15,23,0,268,3717,29,6,,,LSU
2020,2,47,ATL,Marlon Davidson,DE,22,2023,0,0,0,5,3,24,0,0,0,0,0,0,0,0,0,0,0,20,1,2,Auburn
2020,2,48,SEA,Darrell Taylor,DE,23,2023,0,0,0,9,9,49,0,0,0,0,0,0,0,0,0,0,0,67,,21.5,Tennessee
2024,4,135,SFO,Jacob Cowing,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona
2020,2,50,CHI,Jaylon Johnson,CB,21,2023,0,1,3,22,22,53,0,0,0,0,0,0,0,0,0,0,0,130,5,,Utah
2020,2,51,DAL,Trevon Diggs,CB,21,2023,1,2,3,28,28,47,0,0,0,0,0,0,0,0,0,0,0,146,18,1,Alabama
2022,4,131,TEN,Hassan Haskins,RB,22,2022,0,0,0,1,1,15,0,0,0,0,0,25,93,0,11,57,0,9,,,Michigan
2020,2,54,BUF,A.J. Epenesa,DE,21,2023,0,0,0,10,10,58,0,0,0,0,0,0,0,0,0,0,0,41,2,15.5,Iowa
2024,4,129,SFO,Isaac Guerendo,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Louisville
2020,2,56,MIA,Raekwon Davis,DT,23,2023,0,0,3,22,22,63,0,0,0,0,0,0,0,0,0,0,0,59,,2,Alabama
2021,4,141,LAR,Jacob Harris,WR,24,2023,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,6,0,2,,,Central Florida
2020,2,58,MIN,Ezra Cleveland,T,22,2023,0,0,3,21,18,62,0,0,0,0,0,0,0,0,0,0,0,3,,,Boise St.
2015,3,70,HOU,Jaelen Strong,WR,21,2017,0,0,0,2,2,20,0,0,0,0,0,0,0,0,31,330,4,,,,Arizona St.
2020,2,60,NWE,Josh Uche,LB,21,2023,0,0,0,8,8,51,0,0,0,0,0,0,0,0,0,0,0,48,,18.5,Michigan
2020,2,61,TEN,Kristian Fulton,CB,22,2023,0,0,2,13,13,42,0,0,0,0,0,0,0,0,0,0,0,116,4,1,LSU
2024,5,173,NYJ,Isaiah Davis,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,South Dakota St.
2020,2,63,KAN,Willie Gay Jr.,LB,22,2023,0,0,3,22,22,57,0,0,0,0,0,0,0,0,0,0,0,150,4,5,Mississippi St.
2020,2,64,CAR,Jeremy Chinn,S,22,2023,0,0,3,33,33,54,0,0,0,0,0,2,29,0,0,0,0,212,2,4,Southern Illinois
2020,3,65,CIN,Logan Wilson,LB,24,2023,0,0,2,25,25,57,0,0,0,0,0,0,0,0,0,0,0,241,11,5.5,Wyoming
2022,4,123,LAC,Isaiah Spiller,RB,21,2023,0,0,0,1,1,15,0,0,0,0,0,55,137,0,9,47,0,,,,Texas A&M
2020,3,67,DET,Julian Okwara,DE,22,2023,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,35,1,9,Notre Dame
2020,3,68,NYJ,Ashtyn Davis,S,23,2023,0,0,1,9,9,54,0,0,0,0,0,3,5,0,0,0,0,94,6,0.5,California
2020,3,69,SEA,Damien Lewis,G,23,2023,0,0,3,26,26,61,0,0,0,0,0,0,0,0,0,0,0,2,,,LSU
2020,3,70,MIA,Brandon Jones,S,22,2023,0,0,1,11,11,54,0,0,0,0,0,0,0,0,0,0,0,151,3,8,Texas
2020,3,71,BAL,Justin Madubuike,DT,22,2023,0,1,2,29,29,59,0,0,0,0,0,0,0,0,0,0,0,98,,21.5,Texas A&M
2020,3,72,ARI,Josh Jones,T,23,2023,0,0,2,14,13,60,0,0,0,0,0,0,0,0,0,0,0,,,,Houston
2020,3,73,JAX,DaVon Hamilton,DT,23,2023,0,0,1,13,13,52,0,0,0,0,0,0,0,0,0,0,0,74,,4.5,Ohio St.
2020,3,74,NOR,Zack Baun,LB,23,2023,0,0,0,10,10,62,0,0,0,0,0,0,0,0,0,0,0,60,1,2,Wisconsin
2020,3,75,DET,Jonah Jackson,G,23,2023,0,1,3,25,25,57,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.
2022,7,251,KAN,Isiah Pacheco,RB,23,2023,0,0,1,15,15,31,0,0,0,0,0,375,1765,12,57,374,2,2,,,Rutgers
2020,3,77,DEN,Michael Ojemudia,CB,22,2022,0,0,0,4,4,22,0,0,0,0,0,0,0,0,0,0,0,63,,,Iowa
2020,3,78,ATL,Matt Hennessy,C,22,2022,0,0,1,10,10,41,0,0,0,0,0,0,0,0,0,0,0,,,,Temple
2020,3,79,NYJ,Jabari Zuniga,DE,23,2022,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,6,,1,Florida
2021,4,129,TAM,Jaelon Darden,WR,22,2023,0,0,0,0,0,24,0,0,0,0,0,2,13,0,8,69,0,,,,North Texas
2022,1,16,WAS,Jahan Dotson,WR,22,2023,0,0,1,8,8,29,0,0,0,0,0,2,-7,0,84,1041,11,2,,,Penn St.
2020,3,82,DAL,Neville Gallimore,DT,23,2023,0,0,1,9,9,52,0,0,0,0,0,0,0,0,0,0,0,40,,4,Oklahoma
2020,3,83,DEN,Lloyd Cushenberry III,C,22,2023,0,0,2,22,22,57,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2020,3,84,LAR,Terrell Lewis,LB,22,2022,0,0,0,5,5,30,0,0,0,0,0,0,0,0,0,0,0,27,1,6,Alabama
2020,3,85,IND,Julian Blackmon,S,22,2023,0,0,2,16,16,50,0,0,0,0,0,0,0,0,0,0,0,163,7,1,Utah
2023,5,143,NYJ,Israel Abanikanda,RB,20,2023,0,0,0,1,1,6,0,0,0,0,0,22,70,0,7,43,0,,,,Pittsburgh
2020,3,87,NWE,Anfernee Jennings,LB,23,2023,0,0,0,14,14,45,0,0,0,0,0,0,0,0,0,0,0,74,,3,Alabama
2020,3,88,CLE,Jordan Elliott,DT,22,2023,0,0,1,17,17,66,0,0,0,0,0,0,0,0,0,0,0,49,,5,Texas
2020,3,89,MIN,Cameron Dantzler,CB,22,2023,0,0,2,10,10,37,0,0,0,0,0,0,0,0,0,0,0,125,3,,Mississippi St.
2020,3,90,HOU,Jonathan Greenard,DE,23,2023,0,0,1,16,16,48,0,0,0,0,0,0,0,0,0,0,0,78,1,23,Florida
2015,7,256,ARI,Gerald Christian,TE,24,2016,0,0,0,0,,3,0,0,0,0,0,0,0,0,1,14,0,,,,Louisville
2016,6,186,MIA,Jakeem Grant,WR,23,2021,0,1,0,14,12,81,0,0,0,0,0,17,76,1,100,1140,7,4,,,Texas Tech
2018,4,126,ATL,Ito Smith,RB,22,2021,0,0,0,6,6,36,0,0,0,0,0,176,693,7,55,314,0,,,,Southern Miss
2017,2,44,LAR,Gerald Everett,TE,23,2023,0,0,2,22,10,107,0,0,0,0,0,12,61,1,284,2833,19,1,,,South Alabama
2020,3,95,DEN,McTelvin Agim,DT,22,2023,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,4,,1.5,Arkansas
2020,3,96,KAN,Lucas Niang,T,22,2023,0,0,0,8,8,33,0,0,0,0,0,0,0,0,0,0,0,2,,,TCU
2020,3,97,CLE,Jacob Phillips,LB,21,2022,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,57,,3,LSU
2020,3,98,BAL,Malik Harrison,LB,22,2023,0,0,0,14,14,61,0,0,0,0,0,0,0,0,0,0,0,73,,,Ohio St.
2020,3,99,NYG,Matt Peart,T,23,2023,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,,,,Connecticut
2020,3,100,LVR,Tanner Muse,S,24,2023,0,0,0,2,,33,0,0,0,0,0,0,0,0,0,0,0,15,,,Clemson
2022,6,198,PHI,Grant Calcaterra,TE,23,2023,0,0,0,1,1,30,0,0,0,0,0,0,0,0,9,120,0,,,,SMU
2020,3,102,PIT,Alex Highsmith,LB,23,2023,0,0,2,26,26,66,0,0,0,0,0,0,0,0,0,0,0,148,3,29.5,Charlotte
2020,3,103,PHI,Davion Taylor,LB,22,2021,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,31,,,Colorado
2020,3,104,LAR,Terrell Burgess,S,21,2023,0,0,0,3,2,43,0,0,0,0,0,0,0,0,0,0,0,35,,,Utah
2022,3,80,DEN,Greg Dulcich,TE,22,2023,0,0,0,3,3,12,0,0,0,0,0,0,0,0,36,436,2,,,,UCLA
2020,3,106,BAL,Tyre Phillips,T,23,2023,0,0,0,11,6,44,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
2020,4,107,CIN,Akeem Davis-Gaither,LB,22,2023,0,0,0,6,6,54,0,0,0,0,0,0,0,0,0,0,0,81,1,0.5,Appalachian St.
2020,4,108,WAS,Saahdiq Charles,T,21,2023,0,0,0,8,8,35,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2020,4,109,LVR,John Simpson,G,23,2023,0,0,1,17,9,52,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson
